,station_name,start_count,end_count,total_rides,LATITUDE,LONGITUDE
344,Park Run & Onyx Dr,25.0,17.0,42.0,38.92755,-77.226644
345,Ridge Heights Rd & Seahawks Dr,7.0,7.0,14.0,38.936061,-77.337775
346,Reston Station Blvd & Sunset Hills Rd,15.0,15.0,30.0,38.946735,-77.331008
347,5th & Kennedy St NW,337.0,323.0,660.0,38.956556,-77.019814
348,Maryland Ave & 17th St NE,474.0,480.0,954.0,38.901935,-76.978627
349,20th St & Florida Ave NW,1150.0,1087.0,2237.0,38.9154,-77.0446
350,19th & I St NW,773.0,812.0,1585.0,38.901633,-77.043386
351,10th & U St NW,963.0,947.0,1910.0,38.9172,-77.0259
352,Constitution Ave & 2nd St NW/DOL,879.0,884.0,1763.0,38.892275,-77.013917
353,3rd St & Pennsylvania Ave SE,963.0,959.0,1922.0,38.887378,-77.001955
354,61st St & Banks Pl NE,19.0,19.0,38.0,38.891805,-76.913563
355,Virginia Ave & 25th St NW,699.0,767.0,1466.0,38.89846,-77.053052
356,Cordell & Norfolk Ave,95.0,87.0,182.0,38.98954,-77.098029
357,Michigan Ave & Allison St NE,47.0,52.0,99.0,38.945068,-76.978783
358,24th St & Rhode Island Ave NE,64.0,56.0,120.0,38.930774,-76.972851
359,16th & Q St SE / Anacostia HS,26.0,30.0,56.0,38.870695,-76.982359
360,St Asaph St & Madison St,104.0,108.0,212.0,38.812718,-77.044097
361,Fleet St & Waterfront St,52.0,53.0,105.0,38.782633,-77.016059
362,Westpark & Jones Branch Dr,12.0,11.0,23.0,38.924437,-77.217664
363,Columbia Pike & S Courthouse Rd,124.0,123.0,247.0,38.863833,-77.080319
364,N Howard St & Taney Ave,38.0,37.0,75.0,38.815842,-77.110014
365,Wilson Blvd & Ft Myer Dr,298.0,334.0,632.0,38.8946,-77.072305
366,Ballston Metro / Stuart St & 9th St N,757.0,733.0,1490.0,38.881044,-77.111768
367,24th & N St NW,695.0,743.0,1438.0,38.9066,-77.05152
368,11th & C St SE,613.0,608.0,1221.0,38.885908,-76.991476
369,Connecticut Ave & Chevy Chase Lake Dr,48.0,38.0,86.0,38.994113,-77.076986
370,N Shore Dr & Bandit Loop,8.0,6.0,14.0,38.95937,-77.331794
371,Langston Blvd & N Monroe St,176.0,179.0,355.0,38.896456,-77.104562
372,Washington Blvd & 10th St N,276.0,189.0,465.0,38.884734,-77.093485
373,Western Ave & Pinehurst Cir NW ,45.0,41.0,86.0,38.975739,-77.066409
374,4th St & Madison Dr NW,1280.0,1242.0,2522.0,38.890496,-77.017247
375,15th & East Capitol St NE,685.0,681.0,1366.0,38.889908,-76.983326
376,Lincoln Park / 13th & East Capitol St NE ,1607.0,1536.0,3143.0,38.890461,-76.988355
377,7th & R St NW / Shaw Library,1676.0,1650.0,3326.0,38.912719,-77.022155
378,11th & M St NW,2005.0,2010.0,4015.0,38.905579,-77.027313
379,13th & D St NE,994.0,931.0,1925.0,38.894832,-76.987633
380,Riverdale Park Town Center,107.0,109.0,216.0,38.962119,-76.935578
381,Route 29 & Circle Woods Dr,31.0,32.0,63.0,38.869114,-77.271538
382,Glade Dr & Pinecrest Rd/Cathy Hudgins Cmty Ctr,23.0,24.0,47.0,38.941496,-77.366499
383,Wisconsin Ave & Ingomar St NW,155.0,149.0,304.0,38.958267,-77.084636
384,Joyce St & 16th St S,238.0,240.0,478.0,38.859254,-77.063275
385,Spring St & 2nd Ave,30.0,19.0,49.0,38.997653,-77.034499
386,Seatrend Way & Topsails Ln,13.0,15.0,28.0,38.775639,-77.160014
387,Lyttonsville Rd & Lyttonsville Pl,33.0,32.0,65.0,38.999679,-77.051168
388,Oak Leaf & Lockwood,4.0,3.0,7.0,39.037981,-76.994539
389,South St & University Dr,3.0,5.0,8.0,38.844249,-77.305336
390,Broad Branch Rd & Northampton St NW,103.0,105.0,208.0,38.965775,-77.068626
391,22nd & H St NW,866.0,892.0,1758.0,38.898925,-77.048852
392,Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,274.0,260.0,534.0,38.961763,-77.085998
393,20th & M St NW ,895.0,1005.0,1900.0,38.905496,-77.044976
394,15th & M St NW,1002.0,935.0,1937.0,38.905424,-77.034674
395,16th St & North Carolina Ave NE,461.0,429.0,890.0,38.893062,-76.982464
396,North Capitol & Douglas St NW / Reservoir Park Rec ,299.0,274.0,573.0,38.923613,-77.009814
397,Maryland Ave & E St NE,1070.0,1033.0,2103.0,38.896226,-76.992786
398,Westover Library / Washington Blvd & N McKinley Rd,63.0,62.0,125.0,38.886048,-77.142317
399,Chillum Rd & Riggs Rd / Riggs Plaza,161.0,155.0,316.0,38.961737,-76.995922
400,Huntington Metro North,27.0,26.0,53.0,38.79555,-77.075165
401,55th & East Capitol St NE,11.0,13.0,24.0,38.889926,-76.922783
402,South Dakota Ave & Decatur St NE ,82.0,94.0,176.0,38.948307,-76.991829
403,Temporary Rd & Old Reston Ave,18.0,19.0,37.0,38.960084,-77.353414
404,Arlington Blvd & S George Mason Dr,115.0,116.0,231.0,38.869442,-77.104503
405,Westbranch Dr & Maitland St,7.0,7.0,14.0,38.927943,-77.220829
406,Castle Blvd & Castle Ln,1.0,2.0,3.0,39.085314,-76.940547
407,Olde Crafts Dr and Cartwright Pl,1.0,1.0,2.0,38.938797,-77.354067
408,Grandview & Blueridge Ave,16.0,17.0,33.0,39.043272,-77.053085
409,GMU/Horizon Hall & Harris Theater,12.0,18.0,30.0,38.831211,-77.308069
410,Walker Mill Road/ Walker Mill Regional Park ,4.0,2.0,6.0,38.875772,-76.868767
411,Amherst Ave & Prichard Rd,5.0,7.0,12.0,39.035965,-77.048395
412,White Oak Rec Center,11.0,10.0,21.0,39.046144,-76.975723
413,Crescent Rd & Ridge Rd,19.0,14.0,33.0,39.006191,-76.891247
414,Motiva Greenbelt,4.0,5.0,9.0,39.010335,-76.897747
415,Soapstone Dr Convenience Center,4.0,6.0,10.0,38.93051,-77.345874
416,Army Navy Dr & S Nash St,50.0,50.0,100.0,38.86215,-77.068121
417,Columbia Rd & Georgia Ave NW,1248.0,1009.0,2257.0,38.928121,-77.023795
418,Rosedale Rec Center,287.0,291.0,578.0,38.897808,-76.979634
419,2nd St & Seaton Pl NE,609.0,532.0,1141.0,38.914751,-77.00356
420,15th & L St NW,888.0,946.0,1834.0,38.903967,-77.034602
421,Tanger Outlets,65.0,52.0,117.0,38.7968,-77.0026
422,Carlin Springs Rd & N Thomas St,148.0,115.0,263.0,38.876695,-77.112982
423,Medical Center Metro ,103.0,98.0,201.0,38.999378,-77.097882
424,Town Center Pkwy & Bowman Towne Dr,38.0,40.0,78.0,38.962524,-77.361902
425,Georgia Ave & Kennedy St NW,152.0,140.0,292.0,38.95674,-77.02791
426,N. Beauregard St. & Berkley St.,66.0,45.0,111.0,38.841548,-77.107734
427,Nebraska & Utah Ave NW,102.0,108.0,210.0,38.967291,-77.060662
428,8th & D St NW,791.0,882.0,1673.0,38.894851,-77.02324
429,Clark St & 26th St S,185.0,187.0,372.0,38.850688,-77.05152
430,5th & F St NW,880.0,995.0,1875.0,38.897222,-77.019347
431,Georgia & New Hampshire Ave NW,1517.0,1396.0,2913.0,38.936684,-77.024181
432,New Mexico & Cathedral Ave NW,166.0,156.0,322.0,38.930316,-77.083704
433,Congressional Ln & E Jefferson St,40.0,39.0,79.0,39.06219,-77.129235
434,Briggs Chaney & Castle Dr,3.0,5.0,8.0,39.081638,-76.945495
435,Whiting & Lane Dr,19.0,18.0,37.0,38.809709,-77.135788
436,McLean Metro,32.0,40.0,72.0,38.924002,-77.208127
437,Rockville Pike & Rose Ave,24.0,25.0,49.0,39.051022,-77.115438
438,12th & U St NW,942.0,923.0,1865.0,38.916787,-77.028139
439,18th St & Pennsylvania Ave NW,744.0,793.0,1537.0,38.89968,-77.041539
440,3rd & Elm St NW,1137.0,1142.0,2279.0,38.917622,-77.01597
441,14th & R St NW,2767.0,2769.0,5536.0,38.913046,-77.032008
442,New Hampshire Ave & T St NW,3991.0,3962.0,7953.0,38.915544,-77.038252
443,Connecticut Ave & Yuma St NW,344.0,298.0,642.0,38.947156,-77.065115
444,3000 Connecticut Ave NW / National Zoo,586.0,524.0,1110.0,38.930282,-77.055599
445,Ward Circle / American University,621.0,594.0,1215.0,38.938736,-77.087171
446,Philadelphia & Maple Ave,56.0,63.0,119.0,38.981251,-77.011208
447,Reston Cmty Ctr/Hunters Woods Plaza,14.0,17.0,31.0,38.936419,-77.360996
448,Potomac Ave & 8th St SE,368.0,390.0,758.0,38.876737,-76.994468
449,W&OD Trail & Langston Blvd,132.0,125.0,257.0,38.88715,-77.16212
450,Nannie Helen Burroughs Ave & 49th St NE,29.0,27.0,56.0,38.898536,-76.931862
451,Westpark & Park Run Dr,9.0,6.0,15.0,38.928854,-77.22518
452,Columbia Pike & S Orme St,41.0,43.0,84.0,38.867217,-77.072296
453,Fairfax Blvd & Pickett Rd North,7.0,13.0,20.0,38.865091,-77.271911
454,Sunrise Valley Dr & Roland Clarke Pl,14.0,18.0,32.0,38.949366,-77.350396
455,Garland Ave & Walden Rd,27.0,27.0,54.0,39.00048,-77.00077
456,Old Meadow Rd & Cathy Ln,19.0,13.0,32.0,38.916703,-77.214448
457,5th & Morse St NE,1566.0,1546.0,3112.0,38.907287,-76.999167
458,Eckington Pl & Q St NE,1561.0,1553.0,3114.0,38.91066,-77.004615
459,4th & M St SW,2087.0,2131.0,4218.0,38.876941,-77.017807
460,Court House Metro / 15th St & N Uhle St,735.0,737.0,1472.0,38.890612,-77.084801
461,13th St & New York Ave NW,688.0,781.0,1469.0,38.900283,-77.029822
462,Georgetown Harbor / 30th St NW,894.0,1125.0,2019.0,38.902268,-77.059117
463,4th & M St SE,776.0,873.0,1649.0,38.876751,-77.000736
464,Washington-Liberty High School / N Stafford St & Generals Way,359.0,330.0,689.0,38.888282,-77.111066
465,17th St & Independence Ave SW,675.0,679.0,1354.0,38.888097,-77.038325
466,Massachusetts Ave & 6th St NE,784.0,761.0,1545.0,38.892875,-76.998413
467,North Capitol St & G Pl NE,570.0,572.0,1142.0,38.899703,-77.008911
468,Columbia & Ontario Rd NW,2077.0,1909.0,3986.0,38.924088,-77.040787
469,8th & East Capitol St NE,560.0,533.0,1093.0,38.889988,-76.995193
470,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center,539.0,433.0,972.0,38.915,-77.0078
471,22nd & I St NW / Foggy Bottom,1689.0,1743.0,3432.0,38.90088,-77.048911
472,Langston Blvd & N Adams St,464.0,353.0,817.0,38.89593,-77.089006
473,19th & East Capitol St SE,496.0,501.0,997.0,38.8896,-76.9769
474,Fessenden St & Wisconsin Ave NW,156.0,154.0,310.0,38.954812,-77.082426
475,D St & Maryland Ave NE,1247.0,1161.0,2408.0,38.894841,-76.995916
476,12th & Newton St NE,289.0,280.0,569.0,38.933668,-76.991016
477,Montgomery Ave & Waverly St ,102.0,84.0,186.0,38.983838,-77.09221
478,N Oak St & W Broad St,34.0,34.0,68.0,38.88837,-77.179832
479,27th St & Woodley Rd NW,202.0,172.0,374.0,38.925764,-77.055113
480,WAU / Flower Ave & Division St,100.0,84.0,184.0,38.986743,-77.000035
481,Rhode Island & Connecticut Ave NW,963.0,1005.0,1968.0,38.905996,-77.039802
482,Capitol Ave & Kendall St NE,175.0,152.0,327.0,38.910993,-76.985854
483,New Hampshire & Gallatin St NW,536.0,439.0,975.0,38.951596,-77.012808
484,3rd & M St SE,479.0,505.0,984.0,38.876823,-77.002161
485,Montello Ave & Holbrook Terr NE,718.0,718.0,1436.0,38.907444,-76.986813
486,Huntington Ave & Old Richmond Hwy ,31.0,30.0,61.0,38.790547,-77.063398
487,Spring Hill Metro,13.0,11.0,24.0,38.929261,-77.240654
488,S Arlington Mill Dr & Campbell Ave,164.0,165.0,329.0,38.84232,-77.089555
489,Convention Center / 7th & M St NW,1534.0,1504.0,3038.0,38.905737,-77.02227
490,N Lynn St & Fairfax Dr,361.0,390.0,751.0,38.89386,-77.070862
491,6th & H St NE,2139.0,2145.0,4284.0,38.899972,-76.998347
492,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,157.0,167.0,324.0,38.856319,-77.11153
493,10th St & L'Enfant Plaza SW,432.0,420.0,852.0,38.884323,-77.02601
494,Wilson Blvd & N Quincy St,453.0,426.0,879.0,38.880012,-77.107854
495,4th & East Capitol St NE,950.0,945.0,1895.0,38.889955,-77.000349
496,Eastern Market Metro,3303.0,3324.0,6627.0,38.884181,-76.995358
497,9th & N St NW ,1528.0,1550.0,3078.0,38.906622,-77.023885
498,Georgia & Missouri Ave NW,453.0,425.0,878.0,38.961339,-77.027855
499,Connecticut Ave & McKinley St NW,158.0,158.0,316.0,38.964544,-77.075135
500,Eisenhower Ave & Mill Race Ln,155.0,141.0,296.0,38.801111,-77.068952
501,New Hampshire Ave & 24th St NW,1449.0,1499.0,2948.0,38.901755,-77.051084
502,Columbia Rd & Belmont St NW,1710.0,1664.0,3374.0,38.920669,-77.04368
503,Wilson Blvd & N Franklin Rd,345.0,236.0,581.0,38.8904,-77.0889
504,Crystal Dr & 15th St S,390.0,399.0,789.0,38.861056,-77.049417
505,17th & Corcoran St NW,2408.0,2406.0,4814.0,38.9121,-77.0387
506,25th St & Pennsylvania Ave NW,1680.0,1754.0,3434.0,38.903827,-77.053485
507,15th & K St NW,692.0,712.0,1404.0,38.902,-77.03353
508,Main Line Blvd & E Glebe,198.0,206.0,404.0,38.832431,-77.049772
509,11th & O St NW,1399.0,1402.0,2801.0,38.908431,-77.027088
510,14th & Newton St NW,1138.0,973.0,2111.0,38.931991,-77.032956
511,19th St & Constitution Ave NW,317.0,327.0,644.0,38.892212,-77.043074
512,Bladensburg Rd & Benning Rd NE,191.0,205.0,396.0,38.900413,-76.982872
513,9th & Upshur St NW,972.0,946.0,1918.0,38.9418,-77.0251
514,Tyco Rd & Boyd Pointe Way,6.0,10.0,16.0,38.930767,-77.241436
515,Thomas Circle,1425.0,1432.0,2857.0,38.9059,-77.0325
516,14th & Q St NW,1683.0,1713.0,3396.0,38.910674,-77.03188
517,18th St & Ingleside Ter NW,697.0,537.0,1234.0,38.934784,-77.041362
518,19th St N & Ft Myer Dr,570.0,672.0,1242.0,38.897218,-77.072143
519,1st & I St SE,1829.0,1854.0,3683.0,38.878854,-77.005727
520,M St & New Jersey Ave SE,762.0,778.0,1540.0,38.876219,-77.004169
521,10th St & Constitution Ave NW,453.0,453.0,906.0,38.893028,-77.026013
522,18th & New Hampshire Ave NW,2402.0,2398.0,4800.0,38.911268,-77.041829
523,Mount Vernon Ave & Bruce St,70.0,75.0,145.0,38.841291,-77.063093
524,N Veitch St & Key Blvd,150.0,139.0,289.0,38.893237,-77.086063
525,Rolfe St & 9th St S,146.0,154.0,300.0,38.866471,-77.076131
526,S Troy St & 26th St S,122.0,134.0,256.0,38.848381,-77.075184
527,13th & U St NW,1774.0,1813.0,3587.0,38.916936,-77.029631
528,Langston Blvd & N Scott St,367.0,370.0,737.0,38.897612,-77.080851
529,Monroe Ave & Leslie Ave,139.0,151.0,290.0,38.820932,-77.053096
530,Merrilee Dr & Lauren Elizabeth Lane,41.0,39.0,80.0,38.878572,-77.230766
531,15th & P St NW,3471.0,3499.0,6970.0,38.909801,-77.034427
532,N Pershing Dr & N Wayne St,191.0,178.0,369.0,38.880705,-77.08596
533,15th St & Pennsylvania Ave NW,755.0,856.0,1611.0,38.896465,-77.033381
534,8th Rd & S Frederick St,108.0,115.0,223.0,38.857049,-77.116339
535,16th & Irving St NW,1191.0,1106.0,2297.0,38.928893,-77.03625
536,George Mason Dr & Wilson Blvd,228.0,221.0,449.0,38.87887,-77.1207
537,Arlington Blvd & Ft Myer Dr,216.0,208.0,424.0,38.890863,-77.074893
538,Reed & Edison,76.0,76.0,152.0,38.83728,-77.060899
539,8th & F St NE,1243.0,1237.0,2480.0,38.897274,-76.994749
540,Tanner Park,1267.0,1234.0,2501.0,38.911214,-77.002257
541,American University East Campus,631.0,615.0,1246.0,38.936298,-77.087128
542,8th & H St NW,1887.0,2074.0,3961.0,38.8997,-77.023086
543,Kennebec St & 11th St N,246.0,244.0,490.0,38.880992,-77.135271
544,Lincoln Memorial,1544.0,1532.0,3076.0,38.888255,-77.049437
545,14th St & New York Ave NW,708.0,833.0,1541.0,38.899632,-77.031686
546,1st & M St SE,918.0,978.0,1896.0,38.876893,-77.006072
547,N Roosevelt St & Roosevelt Blvd,84.0,92.0,176.0,38.878085,-77.153953
548,Iwo Jima Memorial / Meade & 14th St N,275.0,269.0,544.0,38.88992,-77.071301
549,21st & E St NW,664.0,689.0,1353.0,38.896114,-77.046615
550,Calvert St & Woodley Pl NW,1159.0,1115.0,2274.0,38.923583,-77.050046
551,Long Bridge Aquatic Center,246.0,242.0,488.0,38.870561,-77.044095
552,Half & I St SW ,761.0,790.0,1551.0,38.879262,-77.011016
553,15th St & N Scott St,291.0,291.0,582.0,38.89054,-77.08095
554,Calvert & Biltmore St NW,693.0,524.0,1217.0,38.923203,-77.047637
555,King St & N Pitt St,210.0,210.0,420.0,38.804801,-77.044676
556,Crystal Dr & 20th St S,419.0,428.0,847.0,38.856425,-77.049232
557,Henry Bacon Dr & Lincoln Memorial Circle NW,1190.0,1191.0,2381.0,38.890539,-77.049383
558,7th & E St SW,407.0,424.0,831.0,38.88345,-77.021741
559,1st & Rhode Island Ave NW,1824.0,1867.0,3691.0,38.915417,-77.012289
560,Washington Blvd & 7th St N,175.0,147.0,322.0,38.88081,-77.090792
561,16th & R St NW,1343.0,1351.0,2694.0,38.912652,-77.036278
562,Wisconsin Ave & O St NW,1733.0,1895.0,3628.0,38.90849,-77.063586
563,11th & V St NW,1080.0,1088.0,2168.0,38.918199,-77.027171
564,1st & L St NW,601.0,594.0,1195.0,38.903819,-77.011987
565,Clarendon Blvd & Pierce St,511.0,524.0,1035.0,38.893438,-77.076389
566,10th & Monroe St NE,421.0,327.0,748.0,38.932457,-76.993534
567,Wilson Blvd & N Uhle St,438.0,424.0,862.0,38.891696,-77.0846
568,Richmond Hwy & Swann Ave,82.0,72.0,154.0,38.829222,-77.050979
569,Fairfax Dr & N Randolph St,256.0,216.0,472.0,38.882629,-77.109366
570,1st & D St SE,861.0,863.0,1724.0,38.884916,-77.005965
571,Wisconsin Ave & Rodman St NW,373.0,232.0,605.0,38.939674,-77.075277
572,11th & Clifton St NW,1109.0,929.0,2038.0,38.922143,-77.027122
573,13th & H St NE,1547.0,1530.0,3077.0,38.900427,-76.98825
574,Virginia Square Metro / Monroe St & 9th St N,550.0,513.0,1063.0,38.882788,-77.103148
575,3rd & H St NE,1364.0,1368.0,2732.0,38.900412,-77.001949
576,Founders Row/W Broad St & West St,85.0,94.0,179.0,38.890155,-77.183178
577,Wilson Blvd & N Illinois St ,130.0,115.0,245.0,38.876528,-77.12712
578,Potomac & Pennsylvania Ave SE,650.0,662.0,1312.0,38.880015,-76.9865
579,4th & O St SW,579.0,614.0,1193.0,38.872964,-77.017585
580,15th St & New York Ave NW,784.0,890.0,1674.0,38.899032,-77.033354
581,Reservoir Rd & 38th St NW,1431.0,1442.0,2873.0,38.912614,-77.074323
582,Gravelly Point,462.0,449.0,911.0,38.865029,-77.039511
583,Colorado Ave & Longfellow St NW,615.0,512.0,1127.0,38.957212,-77.032707
584,Half & Water St SW,360.0,390.0,750.0,38.866277,-77.010551
585,1st & Q St SW,383.0,394.0,777.0,38.870824,-77.011915
586,17th & P St NW,1995.0,2062.0,4057.0,38.909858,-77.038566
587,Washington Blvd & N Frederick St,35.0,37.0,72.0,38.884829,-77.127671
588,1st & N St SE,792.0,812.0,1604.0,38.875023,-77.005754
589,Arlington Blvd & N Queen St,182.0,182.0,364.0,38.889249,-77.077209
590,19th St & Pennsylvania Ave NW,442.0,441.0,883.0,38.9003,-77.0429
591,Park Rd & Holmead Pl NW,1777.0,1555.0,3332.0,38.9308,-77.0315
592,Langston Blvd & N Woodstock St,226.0,211.0,437.0,38.898301,-77.118009
593,Pentagon City Metro / 12th St & S Hayes St,609.0,612.0,1221.0,38.862303,-77.059936
594,Columbus Circle / Union Station,4023.0,4034.0,8057.0,38.89696,-77.00493
595,Maine Ave & Water St SW,665.0,701.0,1366.0,38.876747,-77.020945
596,17th & K St NW,1731.0,1828.0,3559.0,38.90276,-77.03863
597,20th St & Columbia Rd NW,1584.0,1477.0,3061.0,38.918103,-77.045469
598,GMU/Fairfax Dr & Kenmore St,319.0,261.0,580.0,38.884703,-77.100302
599,23rd & E St NW ,609.0,615.0,1224.0,38.896104,-77.049882
600,16th & Harvard St NW,1933.0,1695.0,3628.0,38.926102,-77.03665
601,L'Enfant Plaza / 7th & C St SW,541.0,545.0,1086.0,38.886266,-77.022241
602,King St & Peyton St,94.0,95.0,189.0,38.806002,-77.055911
603,Duke St & Strand (Robinson Terminal),82.0,96.0,178.0,38.801947,-77.040293
604,Florida Ave & R St NW,1250.0,1275.0,2525.0,38.9126,-77.0135
605,Rosslyn Metro / Wilson Blvd & N Moore St,899.0,925.0,1824.0,38.896087,-77.071452
606,14th & V St NW,3417.0,3428.0,6845.0,38.917765,-77.032096
607,Wisconsin Ave & Brandywine St NW,300.0,241.0,541.0,38.949813,-77.080217
608,18th St & Belmont Rd NW,1023.0,979.0,2002.0,38.920925,-77.042071
609,Adams Mill & Columbia Rd NW,2798.0,2659.0,5457.0,38.922849,-77.042525
610,Tenleytown / Wisconsin Ave & Albemarle St NW,807.0,784.0,1591.0,38.947607,-77.079382
611,Connecticut Ave & Tilden St NW,343.0,293.0,636.0,38.941139,-77.061977
612,11th & Park Rd NW,1434.0,1289.0,2723.0,38.931322,-77.028247
613,21st St & N Pierce St,203.0,207.0,410.0,38.898984,-77.078317
614,Wilson Blvd & N Troy St,237.0,234.0,471.0,38.892556,-77.082089
615,Crystal Dr & 23rd St S,269.0,267.0,536.0,38.853328,-77.049806
616,2nd & V St SW / James Creek Marina,495.0,542.0,1037.0,38.863743,-77.013814
617,12th St & New York Ave NW,865.0,911.0,1776.0,38.901104,-77.028061
618,10th & K St NW,1075.0,1105.0,2180.0,38.9024,-77.02622
619,39th St & Tunlaw Rd NW,481.0,441.0,922.0,38.9257,-77.079119
620,36th & Calvert St NW / Glover Park,466.0,429.0,895.0,38.922581,-77.070334
621,Thomas Jefferson St NW & Water/K St NW,675.0,828.0,1503.0,38.902826,-77.060173
622,Trinidad Rec Center,344.0,319.0,663.0,38.906299,-76.983221
623,Rock Creek Pkwy & Pkwy Dr NW ,281.0,278.0,559.0,38.8919,-77.054517
624,17th & K St NW / Farragut Square,1295.0,1373.0,2668.0,38.902061,-77.038322
625,14th & Harvard St NW,752.0,644.0,1396.0,38.9268,-77.0322
626,Wilson Blvd & N Quinn St,526.0,528.0,1054.0,38.893993,-77.07857
627,Gallaudet / 8th St & Florida Ave NE,376.0,341.0,717.0,38.90509,-76.9941
628,20th & E St NW,645.0,681.0,1326.0,38.8963,-77.045
629,1st & O St NW,945.0,984.0,1929.0,38.908643,-77.012365
630,20th & L St NW,674.0,714.0,1388.0,38.903584,-77.044789
631,Kansas Ave & Sherman Cr NW,556.0,474.0,1030.0,38.947962,-77.02155
632,Hardy Rec Center,509.0,505.0,1014.0,38.909701,-77.085646
633,2nd & U St SW,541.0,583.0,1124.0,38.866349,-77.01362
634,New Jersey Ave & F St NW,1612.0,1742.0,3354.0,38.897108,-77.011616
635,S Glebe Rd & Potomac Ave,112.0,103.0,215.0,38.8426,-77.0502
636,10th St & Florida Ave NW,1410.0,1416.0,2826.0,38.920387,-77.025672
637,Georgia Ave & Fairmont St NW,638.0,541.0,1179.0,38.924785,-77.022327
638,22nd St & Constitution Ave NW,411.0,422.0,833.0,38.892441,-77.048947
639,22nd & P ST NW,1464.0,1547.0,3011.0,38.909394,-77.048728
640,23rd & M St NW,1685.0,1788.0,3473.0,38.905303,-77.050264
641,17th St & Rhode Island Ave NW,1080.0,1075.0,2155.0,38.906767,-77.038627
642,Columbia Pike & S Highland St,111.0,116.0,227.0,38.862398,-77.089133
643,Clarendon Metro / Wilson Blvd & N Highland St,858.0,783.0,1641.0,38.88701,-77.095257
644,S Four Mile Run Dr & Shirlington Rd,76.0,84.0,160.0,38.8444,-77.085931
645,23rd St S & Hayes St,139.0,132.0,271.0,38.853002,-77.059496
646,Smithsonian-National Mall / Jefferson Dr & 12th St SW,848.0,866.0,1714.0,38.888774,-77.028694
647,Canal Center Plaza & Fairfax St,94.0,114.0,208.0,38.814659,-77.040146
648,14th St & Rhode Island Ave NW,2315.0,2347.0,4662.0,38.9086,-77.0323
649,39th & Veazey St NW,319.0,225.0,544.0,38.943837,-77.077078
650,Union Market,982.0,997.0,1979.0,38.907908,-76.99707
651,Park Pl & Rock Creek Church Rd NW,796.0,637.0,1433.0,38.937135,-77.019125
652,Potomac Ave & 35th St S,172.0,171.0,343.0,38.844015,-77.050537
653,Market Square / King St & Royal St,216.0,244.0,460.0,38.804718,-77.043363
654,Potomac Ave & Half St SW,375.0,454.0,829.0,38.869683,-77.010815
655,2nd St & Massachusetts Ave NE,1239.0,1244.0,2483.0,38.894972,-77.003135
656,8th & K St NE,570.0,585.0,1155.0,38.902594,-76.995141
657,Columbia Pike & W&OD Trail ,111.0,112.0,223.0,38.856645,-77.109609
658,Connecticut & Nebraska Ave NW,490.0,433.0,923.0,38.955016,-77.069956
659,20th & Q St NW,2123.0,2139.0,4262.0,38.911086,-77.045061
660,4th & D St NW / Judiciary Square,419.0,438.0,857.0,38.895344,-77.016106
661,Fort Stanton Rec Center,10.0,6.0,16.0,38.857369,-76.977688
662,Alabama Ave & Stanton Rd SE / Shops at Park Village,39.0,37.0,76.0,38.84627,-76.98185
663,Stadium Armory Metro,316.0,282.0,598.0,38.885483,-76.977187
664,Mount Vernon Ave & E Nelson Ave,112.0,123.0,235.0,38.820064,-77.057619
665,3rd St & Riggs Rd NE,204.0,204.0,408.0,38.957463,-77.002239
666,Woodmont Ave & Strathmore St,214.0,193.0,407.0,38.979875,-77.093522
667,1st & Washington Hospital Center NW,591.0,514.0,1105.0,38.928743,-77.012457
668,Potomac Yard Metro South,232.0,237.0,469.0,38.833437,-77.047846
669,9th & Ingraham St NW,521.0,463.0,984.0,38.953663,-77.025613
670,4th & College St NW,297.0,269.0,566.0,38.921233,-77.018135
671,8th & Eye St SE / Barracks Row,447.0,450.0,897.0,38.8792,-76.9953
672,Kansas Ave & Blair Rd NW,232.0,216.0,448.0,38.962347,-77.010457
673,6th & K St NE,752.0,748.0,1500.0,38.902932,-76.998405
674,Mt Vernon Trail & S. Washington St.,182.0,182.0,364.0,38.793065,-77.049436
675,Oklahoma Ave & D St NE,266.0,275.0,541.0,38.894474,-76.974828
676,King Greenleaf Rec Center,216.0,253.0,469.0,38.876211,-77.012443
677,Vy Reston Heights,21.0,17.0,38.0,38.949008,-77.355299
678,Takoma Metro,933.0,786.0,1719.0,38.975219,-77.016855
679,Georgia Ave & Dahlia St NW,451.0,397.0,848.0,38.976061,-77.026747
680,Columbia Pike & S Walter Reed Dr,83.0,81.0,164.0,38.862478,-77.086599
681,King St Metro North / Cameron St,331.0,334.0,665.0,38.80704,-77.059817
682,Wheaton Metro / Georgia Ave & Reedie Dr,50.0,41.0,91.0,39.038424,-77.05102
683,Columbia Pike & Monroe St,130.0,137.0,267.0,38.860344,-77.093672
684,Anacostia Park,71.0,74.0,145.0,38.873308,-76.983363
685,Wilson Blvd & N Vermont St,154.0,147.0,301.0,38.879477,-77.114563
686,18th St & Rhode Island Ave NE,117.0,115.0,232.0,38.927095,-76.978924
687,Duke St & John Carlyle St,102.0,92.0,194.0,38.804378,-77.060866
688,Kenilworth Terr & Hayes St. NE,53.0,65.0,118.0,38.900468,-76.947287
